run,model,summary,diagnostic,dataset,id,rho,pmp_error,pmp_error_lower_threshold,pmp_error_upper_threshold,classification
run1,m1,S=2D,l2,m3_slow_30,s5,3.4747142101537096,1.2916390665435288e-51,-0.0012848800783843,0.0012131901395627,FP
run1,m1,S=2D,l2,m3_slow_30,s6,2.9226706637054716,1.4856768662628715e-62,-0.0012848800783843,0.0012131901395627,FP
run1,m1,S=2D,l2,m3_slow_30,s7,2.875494905966364,-1.1666378384971817e-18,-0.0012848800783843,0.0012131901395627,FP
run1,m1,S=2D,l2,m3_slow_30,s8,1.8852970372102569,-0.0087810859006837,-0.0012848800783843,0.0012131901395627,TP
run1,m1,S=2D,l2,m3_slow_30,s9,2.8298628603359113,-1.406948689251179e-40,-0.0012848800783843,0.0012131901395627,FP
run1,m1,S=2D,l2,simulated_from_m0,s0,-0.3060078350896166,0.0011170145993353,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m0,s1,-0.0554235214389683,-0.0009486360021545,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m0,s10,-0.2730356922377198,0.0009743153439874,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m0,s11,-0.4183370142972601,-0.000477118184678,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m0,s12,0.1401703181514347,9.029403414168025e-05,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m0,s13,-0.2090040477420041,-0.0008750754038423,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m0,s14,-0.0367746287617446,-0.0007299441484356,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m0,s15,0.2126762935192687,-0.0017753476556706,-0.0012848800783843,0.0012131901395627,FN
run1,m1,S=2D,l2,simulated_from_m0,s16,-0.1566969337483124,0.0002205403206848,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m0,s2,-0.045856576128571,-7.79741221138483e-05,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m0,s3,-0.3706474133805028,-0.0006776923647658,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m0,s4,-0.2790026037413368,0.0037354312159589,-0.0012848800783843,0.0012131901395627,FN
run1,m1,S=2D,l2,simulated_from_m0,s5,0.1058880994659184,0.0008457176317735,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m0,s6,-0.2371532957978603,0.0004657402187599,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m0,s7,-0.3096453521188754,0.0017178956309065,-0.0012848800783843,0.0012131901395627,FN
run1,m1,S=2D,l2,simulated_from_m0,s8,0.0723747574393887,-0.0017184816977791,-0.0012848800783843,0.0012131901395627,FN
run1,m1,S=2D,l2,simulated_from_m0,s9,-0.3025756499365384,-0.001891949144422,-0.0012848800783843,0.0012131901395627,FN
run1,m1,S=2D,l2,simulated_from_m1,s0,-0.0975211692651912,-0.0017632322015825,-0.0012848800783843,0.0012131901395627,FN
run1,m1,S=2D,l2,simulated_from_m1,s1,-0.0359120333212156,1.4241614695542635e-05,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m1,s10,0.0566166168402036,0.0005920202250639,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m1,s11,1.4856946155813442,0.0405382153266142,-0.0012848800783843,0.0012131901395627,TP
run1,m1,S=2D,l2,simulated_from_m1,s12,1.3456159706756956,-2.497937553436191e-05,-0.0012848800783843,0.0012131901395627,FP
run1,m1,S=2D,l2,simulated_from_m1,s13,0.0453250448037059,-0.0001746204226267,-0.0012848800783843,0.0012131901395627,TN
